id,name,type,zone_min,zone_max,sun,soils,water,goals,harvest,traits,notes,partner,query,life_cycle,horizon,days_to_maturity_min,days_to_maturity_max,first_output_years_min,first_output_years_max,full_output_years_min,full_output_years_max,productive_lifespan_years_min,productive_lifespan_years_max,mature_height_ft_min,mature_height_ft_max,mature_spread_ft_min,mature_spread_ft_max,spacing_plant_ft_min,spacing_plant_ft_max,spacing_row_ft_min,spacing_row_ft_max,spacing_area_sqft_min,spacing_area_sqft_max,plants_per_100_sqft_min,plants_per_100_sqft_max,planting_depth_in_min,planting_depth_in_max,planting_depth_kind,planting_depth_note,planting_depth_confidence,container_min_gallons,container_suitability,container_note,container_confidence,deer_resistance,deer_resistance_label,deer_resistance_confidence,deer_resistance_note,juglone_tolerance,juglone_tolerance_label,juglone_tolerance_confidence,juglone_tolerance_note,output_kind,output_unit,output_min,output_max,yield_lbs_unit,yield_lbs_min,yield_lbs_max,yield_lbs_confidence,yield_lbs_method,ten_year_yield_lbs_min,ten_year_yield_lbs_max,harvest_window_weeks_min,harvest_window_weeks_max,difficulty_score,reliability_score,maintenance_score,multi_use_score,risk_level,data_confidence,data_method,metric_source_keys,metric_notes,last_reviewed
magnolia-jane,Jane magnolia,ornamental tree,4a,8a,full; partial,loam; clay,medium,curb-appeal; pollinators-wildlife,pink-purple flowers in spring,compact spring magnolia; reliable late bloom,A dependable small magnolia for spring color in suburban yards.,amazon,Jane magnolia tree,woody perennial,Long horizon,,,2,5,5,10,20,80,15,40,12,35,15,35,15,35,225,1225,0.1,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,45,in-ground preferred,Large trees can be started in containers but are not practical long-term patio crops.,low,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,unknown,Not rated,low,No black-walnut cue is assigned yet; verify placement if planting inside a walnut root zone.,ornamental,weeks of bloom/display/year,4,12,,,,,"ornamental output is tracked as display weeks, not pound yield",,,4,12,2,4,2,2,lower,medium,ornamental tree template,ncsu-plant-toolbox; mobot-plant-finder; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes,"Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
magnolia-little-gem,Little Gem southern magnolia,ornamental tree,7a,10b,full; partial,loam; clay,medium,curb-appeal; privacy-screening,large white summer flowers; evergreen,compact southern magnolia; columnar form,A smaller-scale southern magnolia for narrower yards and screening.,starkbros,Little Gem magnolia,woody perennial,Long horizon,,,2,5,5,10,20,80,15,40,12,35,15,35,15,35,225,1225,0.1,0.4,0,0,root flare,Keep the root flare at soil level; graft unions stay above grade.,medium,45,in-ground preferred,Large trees can be started in containers but are not practical long-term patio crops.,low,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,unknown,Not rated,low,No black-walnut cue is assigned yet; verify placement if planting inside a walnut root zone.,ornamental,weeks of bloom/display/year,4,12,,,,,"ornamental output is tracked as display weeks, not pound yield",,,4,12,2,4,2,2,lower,medium,ornamental tree template,ncsu-plant-toolbox; mobot-plant-finder; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes,"Spacing may be tightened for screens, but dense planting can reduce airflow and increase maintenance.; Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
hydrangea-annabelle,Annabelle hydrangea,ornamental shrub,3a,9a,partial; full,loam; clay,medium,curb-appeal,large white flowers in summer,smooth hydrangea; cold-hardy native species,A workhorse hydrangea for cooler climates and partial shade.,amazon,Annabelle hydrangea,woody perennial,Medium horizon,,,1,2,3,5,10,30,3,10,3,10,3,8,3,8,9,64,1.6,11.1,0,0,root crown,Set the crown or top of root ball level with the surrounding soil.,medium,10,workable,Use 10+ gal; larger containers improve moisture buffering at maturity.,medium,occasionally-damaged,Occasionally damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",ornamental,weeks of bloom/display/year,4,16,,,,,"ornamental output is tracked as display weeks, not pound yield",,,4,16,2,4,2,1,lower,medium,ornamental shrub template,ncsu-plant-toolbox; mobot-plant-finder; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; psu-juglone-black-walnut,"Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
hydrangea-endless-summer,Endless Summer hydrangea,ornamental shrub,4a,9a,partial,loam; clay,medium,curb-appeal,pink or blue flowers from summer to fall,reblooming bigleaf hydrangea; color shifts with soil pH,A reblooming hydrangea that flowers on both old and new wood.,amazon,Endless Summer hydrangea,woody perennial,Medium horizon,,,1,2,3,5,10,30,3,10,3,10,3,8,3,8,9,64,1.6,11.1,0,0,root crown,Set the crown or top of root ball level with the surrounding soil.,medium,10,workable,Use 10+ gal; larger containers improve moisture buffering at maturity.,medium,occasionally-damaged,Occasionally damaged,medium,"Use as a deer browsing cue, not a guarantee; heavy deer pressure can override resistance ratings.",sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",ornamental,weeks of bloom/display/year,4,16,,,,,"ornamental output is tracked as display weeks, not pound yield",,,8,14,2,4,2,1,lower,medium,ornamental shrub template,ncsu-plant-toolbox; mobot-plant-finder; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; rutgers-deer-resistance; psu-juglone-black-walnut,"Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
viburnum-blackhaw,Blackhaw viburnum,ornamental shrub,3a,9a,full; partial,loam; clay; sandy,medium,curb-appeal; pollinators-wildlife; privacy-screening; low-maintenance-natives,white spring flowers; blue-black fall fruit; red fall color,native viburnum; edible drupes,A four-season native shrub or small tree with real wildlife value.,amazon,Blackhaw viburnum,woody perennial,Medium horizon,,,1,2,3,5,10,30,3,10,3,10,3,8,3,8,9,64,1.6,11.1,0,0,root crown,Set the crown or top of root ball level with the surrounding soil.,medium,10,workable,Use 10+ gal; larger containers improve moisture buffering at maturity.,medium,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",ornamental,weeks of bloom/display/year,4,16,,,,,"ornamental output is tracked as display weeks, not pound yield",,,12,24,2,4,2,3,lower,medium,ornamental shrub template,ncsu-plant-toolbox; mobot-plant-finder; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; psu-juglone-black-walnut,"Spacing may be tightened for screens, but dense planting can reduce airflow and increase maintenance.; Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
viburnum-arrowwood,Arrowwood viburnum,ornamental shrub,3a,8a,full; partial,loam; clay,medium,curb-appeal; pollinators-wildlife; privacy-screening; low-maintenance-natives,white spring flowers; blue fall fruit,native shrub; reliable wildlife value,A tough native hedgerow shrub for songbirds and pollinators.,amazon,arrowwood viburnum,woody perennial,Medium horizon,,,1,2,3,5,10,30,3,10,3,10,3,8,3,8,9,64,1.6,11.1,0,0,root crown,Set the crown or top of root ball level with the surrounding soil.,medium,10,workable,Use 10+ gal; larger containers improve moisture buffering at maturity.,medium,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",ornamental,weeks of bloom/display/year,4,16,,,,,"ornamental output is tracked as display weeks, not pound yield",,,4,16,2,4,2,3,lower,medium,ornamental shrub template,ncsu-plant-toolbox; mobot-plant-finder; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; psu-juglone-black-walnut,"Pollination context can change realized yield; use companion or compatible cultivar notes before planting.; Spacing may be tightened for screens, but dense planting can reduce airflow and increase maintenance.; Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
ninebark-summer-wine,Summer Wine ninebark,ornamental shrub,3a,8a,full; partial,loam; clay; sandy,low,curb-appeal; pollinators-wildlife,purple foliage all season; pink flowers in early summer,compact native ninebark cultivar; drought-tolerant,A tough colorful shrub for hard-to-please sunny beds.,amazon,Summer Wine ninebark,woody perennial,Medium horizon,,,1,2,3,5,10,30,3,10,3,10,3,8,3,8,9,64,1.6,11.1,0,0,root crown,Set the crown or top of root ball level with the surrounding soil.,medium,10,workable,Use 10+ gal; larger containers improve moisture buffering at maturity.,medium,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",ornamental,weeks of bloom/display/year,4,16,,,,,"ornamental output is tracked as display weeks, not pound yield",,,10,18,2,4,2,2,lower,medium,ornamental shrub template,ncsu-plant-toolbox; mobot-plant-finder; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; psu-juglone-black-walnut,"Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
smokebush-royal-purple,Royal Purple smokebush,ornamental shrub,4a,8a,full,loam; clay; sandy,low,curb-appeal,smoky purple flower clouds and burgundy leaves all summer,colored-leaf shrub; drought-tolerant,A dramatic specimen shrub for full-sun mixed borders.,amazon,Royal Purple smokebush,woody perennial,Medium horizon,,,1,2,3,5,10,30,3,10,3,10,3,8,3,8,9,64,1.6,11.1,0,0,root crown,Set the crown or top of root ball level with the surrounding soil.,medium,10,workable,Use 10+ gal; larger containers improve moisture buffering at maturity.,medium,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",ornamental,weeks of bloom/display/year,4,16,,,,,"ornamental output is tracked as display weeks, not pound yield",,,10,18,2,4,2,1,lower,medium,ornamental shrub template,ncsu-plant-toolbox; mobot-plant-finder; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; psu-juglone-black-walnut,"Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
weigela-wine-and-roses,Wine and Roses weigela,ornamental shrub,4a,8a,full; partial,loam; clay,medium,curb-appeal; pollinators-wildlife,pink flowers in late spring; burgundy foliage all season,colored-leaf weigela; hummingbird favorite,A reliable colored-leaf shrub that doubles as a hummingbird plant.,amazon,Wine and Roses weigela,woody perennial,Medium horizon,,,1,2,3,5,10,30,3,10,3,10,3,8,3,8,9,64,1.6,11.1,0,0,root crown,Set the crown or top of root ball level with the surrounding soil.,medium,10,workable,Use 10+ gal; larger containers improve moisture buffering at maturity.,medium,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",ornamental,weeks of bloom/display/year,4,16,,,,,"ornamental output is tracked as display weeks, not pound yield",,,10,18,2,4,2,2,lower,medium,ornamental shrub template,ncsu-plant-toolbox; mobot-plant-finder; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; psu-juglone-black-walnut,"Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
beautybush-dream-catcher,Dream Catcher beautybush,ornamental shrub,4a,8a,full,loam; sandy,low,curb-appeal; pollinators-wildlife,pink flowers in late spring; gold foliage,gold-leaf beautybush; long-flowering,A standout colored-leaf shrub for sunny beds and screens.,amazon,Dream Catcher beautybush,woody perennial,Medium horizon,,,1,2,3,5,10,30,3,10,3,10,3,8,3,8,9,64,1.6,11.1,0,0,root crown,Set the crown or top of root ball level with the surrounding soil.,medium,10,workable,Use 10+ gal; larger containers improve moisture buffering at maturity.,medium,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",ornamental,weeks of bloom/display/year,4,16,,,,,"ornamental output is tracked as display weeks, not pound yield",,,12,28,2,4,2,2,lower,medium,ornamental shrub template,ncsu-plant-toolbox; mobot-plant-finder; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; psu-juglone-black-walnut,"Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
forsythia-show-off,Show Off forsythia,ornamental shrub,5a,8a,full; partial,loam; clay; sandy,low,curb-appeal,yellow flowers in early spring,compact heavy-flowering forsythia; tidy habit,A more compact forsythia for smaller landscapes and tighter spaces.,amazon,Show Off forsythia,woody perennial,Medium horizon,,,1,2,3,5,10,30,3,10,3,10,3,8,3,8,9,64,1.6,11.1,0,0,root crown,Set the crown or top of root ball level with the surrounding soil.,medium,10,workable,Use 10+ gal; larger containers improve moisture buffering at maturity.,medium,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,mixed-uncertain,Mixed or uncertain,low,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",ornamental,weeks of bloom/display/year,4,16,,,,,"ornamental output is tracked as display weeks, not pound yield",,,2,5,2,4,2,1,lower,medium,ornamental shrub template,ncsu-plant-toolbox; mobot-plant-finder; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; psu-juglone-black-walnut,"Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
lilac-bloomerang,Bloomerang reblooming lilac,ornamental shrub,3a,7a,full,loam; clay,medium,curb-appeal; pollinators-wildlife,fragrant flowers in spring and again in late summer,reblooming lilac; compact habit,A lilac that flowers in two seasons; a major upgrade over common types.,amazon,Bloomerang lilac,woody perennial,Medium horizon,,,1,2,3,5,10,30,3,10,3,10,3,8,3,8,9,64,1.6,11.1,0,0,root crown,Set the crown or top of root ball level with the surrounding soil.,medium,10,workable,Use 10+ gal; larger containers improve moisture buffering at maturity.,medium,unknown,Not rated,low,No deer-resistance category is assigned yet; treat browsing risk as local and variable.,sensitive,Juglone-sensitive,medium,"Use as a black walnut / juglone planning cue; tolerance varies by cultivar, soil, and distance from the tree.",ornamental,weeks of bloom/display/year,4,16,,,,,"ornamental output is tracked as display weeks, not pound yield",,,2,5,2,4,2,2,lower,medium,ornamental shrub template,ncsu-plant-toolbox; mobot-plant-finder; umd-tree-shrub-planting; umd-home-fruit-planting; umd-container-sizes; psu-juglone-black-walnut,"Output is expressed as ornamental display weeks, not edible yield.",2026-05-31
